high-freq,tp,fn,fp,tn,accuracy,precision,recall
161,87,13,34,66,0.765,0.71900826446281,0.87
160,87,13,34,66,0.765,0.71900826446281,0.87
159,87,13,34,66,0.765,0.71900826446281,0.87
158,87,13,34,66,0.765,0.71900826446281,0.87
157,87,13,32,68,0.775,0.7310924369747899,0.87
155,86,14,32,68,0.77,0.7288135593220338,0.86
154,86,14,32,68,0.77,0.7288135593220338,0.86
153,86,14,32,68,0.77,0.7288135593220338,0.86
152,86,14,32,68,0.77,0.7288135593220338,0.86
151,86,14,32,68,0.77,0.7288135593220338,0.86
150,86,14,32,68,0.77,0.7288135593220338,0.86
149,86,14,32,68,0.77,0.7288135593220338,0.86
148,86,14,32,68,0.77,0.7288135593220338,0.86
146,86,14,34,66,0.76,0.7166666666666667,0.86
145,86,14,34,66,0.76,0.7166666666666667,0.86
144,86,14,34,66,0.76,0.7166666666666667,0.86
142,86,14,33,67,0.765,0.7226890756302521,0.86
141,86,14,33,67,0.765,0.7226890756302521,0.86
139,86,14,33,67,0.765,0.7226890756302521,0.86
138,86,14,33,67,0.765,0.7226890756302521,0.86
137,86,14,34,66,0.76,0.7166666666666667,0.86
136,86,14,34,66,0.76,0.7166666666666667,0.86
135,86,14,34,66,0.76,0.7166666666666667,0.86
134,86,14,34,66,0.76,0.7166666666666667,0.86
133,86,14,34,66,0.76,0.7166666666666667,0.86
132,86,14,34,66,0.76,0.7166666666666667,0.86
131,86,14,34,66,0.76,0.7166666666666667,0.86
130,86,14,34,66,0.76,0.7166666666666667,0.86
129,86,14,35,65,0.755,0.7107438016528925,0.86
128,86,14,35,65,0.755,0.7107438016528925,0.86
127,86,14,35,65,0.755,0.7107438016528925,0.86
126,86,14,35,65,0.755,0.7107438016528925,0.86
125,85,15,35,65,0.75,0.7083333333333334,0.85
124,84,16,35,65,0.745,0.7058823529411765,0.84
123,84,16,37,63,0.735,0.6942148760330579,0.84
122,84,16,37,63,0.735,0.6942148760330579,0.84
121,84,16,37,63,0.735,0.6942148760330579,0.84
120,84,16,37,63,0.735,0.6942148760330579,0.84
119,84,16,37,63,0.735,0.6942148760330579,0.84
118,84,16,37,63,0.735,0.6942148760330579,0.84
117,84,16,37,63,0.735,0.6942148760330579,0.84
116,83,17,37,63,0.73,0.6916666666666667,0.83
115,83,17,38,62,0.725,0.6859504132231405,0.83
114,83,17,37,63,0.73,0.6916666666666667,0.83
113,82,18,37,63,0.725,0.6890756302521008,0.82
112,82,18,37,63,0.725,0.6890756302521008,0.82
109,82,18,37,63,0.725,0.6890756302521008,0.82
108,81,19,37,63,0.72,0.6864406779661016,0.81
107,81,19,37,63,0.72,0.6864406779661016,0.81
105,81,19,37,63,0.72,0.6864406779661016,0.81
104,81,19,37,63,0.72,0.6864406779661016,0.81
103,81,19,37,63,0.72,0.6864406779661016,0.81
102,80,20,37,63,0.715,0.6837606837606838,0.8
101,80,20,37,63,0.715,0.6837606837606838,0.8
100,80,20,37,63,0.715,0.6837606837606838,0.8
99,80,20,37,63,0.715,0.6837606837606838,0.8
98,80,20,37,63,0.715,0.6837606837606838,0.8
97,80,20,38,62,0.71,0.6779661016949152,0.8
96,80,20,40,60,0.7,0.6666666666666666,0.8
95,80,20,39,61,0.705,0.6722689075630253,0.8
94,79,21,39,61,0.7,0.6694915254237288,0.79
93,79,21,39,61,0.7,0.6694915254237288,0.79
92,79,21,39,61,0.7,0.6694915254237288,0.79
91,77,23,39,61,0.69,0.6637931034482759,0.77
90,77,23,38,62,0.695,0.6695652173913044,0.77
89,77,23,38,62,0.695,0.6695652173913044,0.77
88,77,23,38,62,0.695,0.6695652173913044,0.77
87,77,23,38,62,0.695,0.6695652173913044,0.77
86,77,23,38,62,0.695,0.6695652173913044,0.77
85,77,23,38,62,0.695,0.6695652173913044,0.77
84,77,23,38,62,0.695,0.6695652173913044,0.77
83,77,23,38,62,0.695,0.6695652173913044,0.77
82,77,23,38,62,0.695,0.6695652173913044,0.77
81,77,23,38,62,0.695,0.6695652173913044,0.77
80,77,23,38,62,0.695,0.6695652173913044,0.77
79,77,23,38,62,0.695,0.6695652173913044,0.77
78,76,24,38,62,0.69,0.6666666666666666,0.76
77,76,24,38,62,0.69,0.6666666666666666,0.76
76,76,24,38,62,0.69,0.6666666666666666,0.76
75,76,24,38,62,0.69,0.6666666666666666,0.76
74,76,24,38,62,0.69,0.6666666666666666,0.76
73,75,25,38,62,0.685,0.6637168141592921,0.75
72,75,25,38,62,0.685,0.6637168141592921,0.75
71,75,25,38,62,0.685,0.6637168141592921,0.75
70,75,25,38,62,0.685,0.6637168141592921,0.75
69,75,25,38,62,0.685,0.6637168141592921,0.75
68,75,25,38,62,0.685,0.6637168141592921,0.75
67,75,25,38,62,0.685,0.6637168141592921,0.75
66,76,24,38,62,0.69,0.6666666666666666,0.76
65,76,24,38,62,0.69,0.6666666666666666,0.76
64,78,22,37,63,0.705,0.6782608695652174,0.78
63,78,22,37,63,0.705,0.6782608695652174,0.78
62,78,22,37,63,0.705,0.6782608695652174,0.78
61,78,22,37,63,0.705,0.6782608695652174,0.78
60,78,22,37,63,0.705,0.6782608695652174,0.78
59,77,23,37,63,0.7,0.6754385964912281,0.77
58,77,23,37,63,0.7,0.6754385964912281,0.77
57,77,23,37,63,0.7,0.6754385964912281,0.77
56,77,23,37,63,0.7,0.6754385964912281,0.77
55,77,23,37,63,0.7,0.6754385964912281,0.77
54,76,24,37,63,0.695,0.672566371681416,0.76
53,75,25,37,63,0.69,0.6696428571428571,0.75
52,73,27,37,63,0.68,0.6636363636363637,0.73
51,73,27,37,63,0.68,0.6636363636363637,0.73
50,73,27,37,63,0.68,0.6636363636363637,0.73
49,73,27,37,63,0.68,0.6636363636363637,0.73
48,73,27,37,63,0.68,0.6636363636363637,0.73
47,73,27,37,63,0.68,0.6636363636363637,0.73
46,72,28,37,63,0.675,0.6605504587155964,0.72
45,72,28,38,62,0.67,0.6545454545454545,0.72
44,72,28,38,62,0.67,0.6545454545454545,0.72
43,72,28,38,62,0.67,0.6545454545454545,0.72
42,71,29,38,62,0.665,0.6513761467889908,0.71
41,71,29,38,62,0.665,0.6513761467889908,0.71
40,71,29,38,62,0.665,0.6513761467889908,0.71
39,70,30,39,61,0.655,0.6422018348623854,0.7
38,69,31,39,61,0.65,0.6388888888888888,0.69
37,68,32,40,60,0.64,0.6296296296296297,0.68
36,67,33,40,60,0.635,0.6261682242990654,0.67
35,66,34,39,61,0.635,0.6285714285714286,0.66
34,64,36,40,60,0.62,0.6153846153846154,0.64
33,64,36,41,59,0.615,0.6095238095238096,0.64
32,63,37,41,59,0.61,0.6057692307692307,0.63
31,64,36,40,60,0.62,0.6153846153846154,0.64
30,64,36,39,61,0.625,0.6213592233009708,0.64
29,64,36,39,61,0.625,0.6213592233009708,0.64
28,64,36,39,61,0.625,0.6213592233009708,0.64
27,63,37,39,61,0.62,0.6176470588235294,0.63
26,62,38,38,62,0.62,0.62,0.62
25,62,38,38,62,0.62,0.62,0.62
24,62,38,36,64,0.63,0.6326530612244898,0.62
23,61,39,38,62,0.615,0.6161616161616161,0.61
22,61,39,38,62,0.615,0.6161616161616161,0.61
21,59,41,39,61,0.6,0.6020408163265306,0.59
20,57,43,40,60,0.585,0.5876288659793815,0.57
19,57,43,40,60,0.585,0.5876288659793815,0.57
18,54,46,42,58,0.56,0.5625,0.54
17,56,44,44,56,0.56,0.56,0.56
16,56,44,45,55,0.555,0.5544554455445545,0.56
15,54,46,48,52,0.53,0.5294117647058824,0.54
14,52,48,50,50,0.51,0.5098039215686274,0.52
13,52,48,49,51,0.515,0.5148514851485149,0.52
12,53,47,52,48,0.505,0.5047619047619047,0.53
11,50,50,53,47,0.485,0.4854368932038835,0.5
10,48,52,56,44,0.46,0.46153846153846156,0.48
9,44,56,59,41,0.425,0.42718446601941745,0.44
8,42,58,61,39,0.405,0.4077669902912621,0.42
7,34,66,62,38,0.36,0.3541666666666667,0.34
6,33,67,64,36,0.345,0.3402061855670103,0.33
5,27,73,66,34,0.305,0.2903225806451613,0.27
4,22,78,70,30,0.26,0.2391304347826087,0.22
3,18,82,74,26,0.22,0.1956521739130435,0.18
2,12,88,84,16,0.14,0.125,0.12
